08001,Abrera
08002,Aguilar de Segarra
08003,Alella
08004,Alpens
08005,"Ametlla del Vallès, l'"
08006,Arenys de Mar
08007,Arenys de Munt
08008,Argençola
08009,Argentona
08010,Artés
08011,Avià
08012,Avinyó
08013,Avinyonet del Penedès
08014,Aiguafreda
08015,Badalona
08016,Bagà
08017,"Hostalets de Balenyà, els"
08018,Balsareny
08019,Barcelona
08020,Begues
08021,Bellprat
08022,Berga
08023,Bigues i Riells
08024,Borredà
08025,"Bruc, el"
08026,"Brull, el"
08027,"Cabanyes, les"
08028,Cabrera d'Igualada
08029,Cabrera de Mar
08030,Cabrils
08031,Calaf
08032,Caldes d'Estrac
08033,Caldes de Montbui
08034,Calders
08035,Calella
08036,Calonge de Segarra
08037,Calldetenes/St. Martí de Riudeperes
08038,Callús
08039,Campins
08040,Canet de Mar
08041,Canovelles
08042,Cànoves i Samalús
08043,Canyelles
08044,Capellades
08045,Capolat
08046,Cardedeu
08047,Cardona
08048,Carme
08049,Casserres 
08050,Castellar del Riu
08051,Castellar del Vallès
08052,Castellar de N'Hug
08053,Castellvell i el Vilar
08054,Castellbisbal
08055,Castellcir
08056,Castelldefels
08057,Castell de l'Areny
08058,Castellet i la Gornal
08059,Castellfollit del Boix
08060,Castellfollit de Riubregós
08061,Castellgalí
08062,Castellnou del Bages
08063,Castellolí
08064,Castellterçol
08065,Castellví de la Marca
08066,Castellví de Rosanes
08067,Centelles
08068,Cervelló
08069,Collbató
08070,Collsuspina
08071,Copons
08072,Corbera de Llobregat
08073,Cornellà de Llobregat
08074,Cubelles
08075,Dosrius
08076,Esparreguera
08077,Esplugues de Llobregat
08078,"Espunyola, l'"
08079,"Estany, l'"
08080,Fígols 
08081,Fogars de Montclús
08082,Fogars de Tordera
08083,Folgueroles
08084,Fonollosa
08085,Font-rubí
08086,"Franqueses del Vallès, les"
08087,Gallifa
08088,"Garriga, la"
08089,Gavà
08090,Gaià
08091,Gelida
08092,Gironella
08093,Gisclareny
08094,"Granada, la"
08095,Granera
08096,Granollers
08097,Gualba
08098,St. Salvador de Guardiola
08099,Guardiola de Berguedà
08100,Gurb de la Plana
08101,"Hospitalet de Llobregat, l'"
08102,Igualada
08103,Jorba
08104,"Llacuna, la"
08105,"Llagosta, la"
08106,Llinars del Vallès
08107,Lliçà de Munt
08108,Lliçà de Vall
08109,Lluçà
08110,Malgrat de Mar
08111,Malla
08112,Manlleu
08113,Manresa
08114,Martorell
08115,Martorelles
08116,"Masies de Roda, les"
08117,"Masies de Voltregà, les"
08118,"Masnou, el"
08119,Masquefa
08120,Matadepera
08121,Mataró
08122,Mediona
08123,Molins de Rei
08124,Mollet del Vallès
08125,Montcada i Reixac
08126,Montgat
08127,Monistrol de Montserrat
08128,Monistrol de Calders
08129,Muntanyola
08130,Montclar 
08131,Montesquiu
08132,Montmajor
08133,Montmaneu
08134,Montmany-Figaró
08135,Montmeló
08136,Montornès del Vallès
08137,Montseny
08138,Moià
08139,Mura
08140,Navarcles
08141,Navàs
08142,"Nou de Berguedà, la"
08143,Odena
08144,Olvan
08145,Olèrdola
08146,Olesa de Bonesvalls
08147,Olesa de Montserrat
08148,Olivella
08149,Olost
08150,Orís
08151,Oristà
08152,Orpí
08153,Orrius
08154,Pacs del Penedès
08155,Palafolls
08156,Palau de Plegamans/ Palau Solitar
08157,Pallejà
08158,"Papiol, el"
08159,Parets del Vallès
08160,Perafita
08161,Piera
08162,"Hostalets de Pierola, els"
08163,Pineda de Mar
08164,"Pla del Penedès, el"
08165,"Pobla de Claramunt, la"
08166,"Pobla de Lillet, la"
08167,Polinyà del Vallès
08168,Pontons
08169,"Prat de Llobregat, el"
08170,"Prats del Rei, els"
08171,Prats de Lluçanès
08172,Premià de Mar
08174,Puigdàlber
08175,Puig-reig
08176,Pujalt
08177,"Quar, la"
08178,Rajadell
08179,Rellinars
08180,Ripollet
08181,"Roca del Vallès, la"
08182,Pont de Vilomara i Rocafort 
08183,Roda de Ter
08184,Rubí
08185,Rubió
08187,Sabadell
08188,Sagàs
08189,St. Pere Sallavinera
08190,Saldes
08191,Sallent 
08192,Santpedor
08193,St. Iscle de Vallalta
08194,St. Adrià de Besós
08195,St. Agustí de Lluçanès
08196,St. Andreu de la Barca
08197,St. Andreu de Llavaneres
08198,St. Antoni de Vilamajor
08199,St. Bartomeu del Grau
08200,St. Boi de Llobregat
08201,St. Boi de Lluçanès
08202,St. Celoni
08203,St. Cebrià de Vallalta
08204,St. Climent de Llobregat
08205,St. Cugat del Vallès
08206,St. Cugat Sesgarrigues
08207,St. Esteve de Palautordera
08208,St. Esteve Sesrovires
08209,St. Fost de Campsentelles
08210,St. Feliu de Codines
08211,St. Feliu de Llobregat
08212,St. Feliu Sasserra
08213,St. Fruitós de Bages
08214,Vilassar de Dalt
08215,St. Hipòlit de Voltregà
08216,St. Jaume de Frontanyà
08217,St. Joan Despí
08218,St. Joan de Vilatorrada
08219,Vilassar de Mar
08220,St. Julià de Vilatorta
08221,St. Just Desvern
08222,St. Llorenç d'Hortons
08223,St. Llorenç Savall
08224,St. Martí de Centelles
08225,St. Martí d'Albars
08226,St. Martí de Tous
08227,St. Martí Sarroca
08228,St. Martí Sesgueioles
08229,St. Mateu de Bages
08230,Premià de Dalt
08231,St. Pere de Ribes
08232,St. Pere de Riudebitlles
08233,St. Pere de Torelló
08234,St. Pere de Vilamajor
08235,St. Pol de Mar
08236,St. Quintí de Mediona
08237,St. Quirze de Besora
08238,St. Quirze del Vallès
08239,St. Quirze Safaja
08240,St. Sadurní d'Anoia
08241,St. Sadurní d'Osormort
08242,Marganell/Sta. Cecilia de Montserrat
08243,Sta. Cecília de Voltregà
08244,Sta. Coloma de Cervelló
08245,Sta. Coloma de Gramenet
08246,Sta. Eugènia de Berga
08247,Sta. Eulàlia de Riuprimer
08248,Sta. Eulàlia de Ronçana
08249,Sta. Fe del Penedès
08250,Sta. Margarida de Montbui
08251,Sta. Margarida i els Monjos
08252,Barberà del Vallès
08253,Sta. Maria de Besora
08254,Sta. Maria de Corcó
08255,Sta. Maria de Merlès
08256,Sta. Maria de Martorelles
08257,Sta. Maria de Miralles
08258,Sta. Maria d'Oló
08259,Sta. Maria de Palautordera
08260,Sta. Perpetua de Mogoda
08261,Sta. Susanna
08262,St. Vicenç de Castellet
08263,St. Vicenç dels Horts
08264,St. Vicenç de Montalt
08265,St. Vicenç de Torelló
08266,Cerdanyola del Vallès
08267,Sentmenat
08268,Cercs
08269,Seva
08270,Sitges
08271,Sobremunt
08272,Sora
08273,Subirats
08274,Súria
08275,Tavèrnoles
08276,Tagamanent
08277,Talamanca
08278,Taradell
08279,Terrassa
08280,Tavertet
08281,Teià
08282,Tiana
08283,Tona
08284,Tordera
08285,St. Feliu de Torelló
08286,"Torre de Claramunt, la"
08287,Torrelavit
08288,Torrelles de Foix
08289,Torrelles de Llobregat
08290,Ullastrell
08291,Vacarisses
08292,Vallbona d'Anoia
08293,Vallcebre
08294,Vallgorguina
08295,Vallirana
08296,Vallromanes
08297,Veciana
08298,Vic 
08299,Vilada
08300,Viladecavalls del Vallès
08301,Viladecans
08302,Vilanova del Camí
08303,Vilanova de Sau
08304,Vilobí del Penedès
08305,Vilafranca del Penedès
08306,Vilalba Sasserra
08307,Vilanova i la Geltrú
08308,Viver i Serrateix
08901,Pruit i Rupit
08902,Vilanova del Vallès
08903,Sant Julià de Cerdanyola
08904,Badia del Vallès
08905,"Palma de Cervelló, l"
17001,Agullana
17002,Aiguaviva 
17003,Albanyà
17004,Albons
17005,"Far d'Empordà, el"
17006,Alp
17007,Amer
17008,Anglès
17009,Arbúcies
17010,Argelaguer
17011,"Armentera, l'"
17012,Avinyonet de Puigventós
17013,Begur
17014,"Vajol, la"
17015,Banyoles
17016,Bàscara
17018,Bellcaire d'Empordà
17019,Besalú
17020,Bescanó
17021,Beuda
17022,"Bisbal d'Empordà, La"
17023,Blanes
17024,Bolvir
17025,Bordils
17026,Borrassà
17027,Breda
17028,Brunyola
17029,Boadella d'Empordà
17030,Cabanes
17031,Cabanelles
17032,Cadaqués
17033,Caldes de Malavella
17034,Calonge de les Gavarres
17035,Camós
17036,Campdevànol
17037,Campelles
17038,Campllong
17039,Camprodon
17040,Canet d'Adri
17041,Cantallops
17042,Campmany
17043,Queralbs
17044,Cassà de la Selva
17046,Castellfollit de la Roca
17047,Castelló d'Empúries
17048,Castell-Platja d'Aro
17049,Celrà
17050,Cervià de Ter
17051,Cistella
17052,Siurana 
17054,Colera
17055,Colomers
17056,Cornellà del Terri
17057,Corçà
17058,Crespià
17060,Darnius
17061,Das
17062,"Escala, l'"
17063,Espinelves
17064,Espolla
17065,Esponellà
17066,Figueres
17067,Flaçà
17068,Foixà
17069,Fontanals de Cerdanya
17070,Fontanilles
17071,Fontcoberta
17073,Fornells de la Selva
17074,Fortià
17075,Garrigàs
17076,Garrigoles
17077,Garriguella
17078,Ger
17079,Girona 
17080,Gombrèn
17081,Gualta
17082,Guils de Cerdanya
17083,Hostalric
17084,Isòvol
17085,Jafre 
17086,"Jonquera, la"
17087,Juià
17088,Lladó 
17089,Llagostera
17090,Llambilles
17091,Llanars
17092,Llançà
17093,Llers
17094,Llívia
17095,Lloret de Mar
17096,"Llosses, les"
17097,Madremanya
17098,Maià de Montcal
17099,Meranges
17100,Masarac
17101,Maçanes
17102,Maçanet de Cabrenys
17103,Maçanet de la Selva
17105,Mieres
17106,Mollet de Peralada
17107,Molló
17109,Montagut 
17110,Mont-ras
17111,Navata
17112,Ogassa
17114,Olot
17115,Ordis
17116,Osor
17117,Palafrugell
17118,Palamós
17119,Palau de Sta. Eulàlia
17120,Palau-Saverdera
17121,Palau-sator
17122,Palmerola
17123,Palol de Revardit
17124,Pals
17125,Pardines
17126,Parlavà
17128,Pau
17129,Pedret i Marzà
17130,"Pera, la"
17132,Peralada
17133,"Planes d'Hostoles, les"
17134,Planoles
17135,Pont de Molins
17136,Pontós
17137,Porqueres
17138,Portbou
17139,"Preses, les"
17140,"Port de la Selva, el"
17141,Puigcerdà
17142,Quart 
17143,Rabós 
17144,Regencós
17145,Ribes de Freser
17146,Riells i Viabrea
17147,Ripoll 
17148,Riudarenes
17149,Ridaura
17150,Riudellots de la Selva
17151,Riumors
17152,Roses
17153,Rupià
17154,Sales de Llierca
17155,Salt
17157,St. Andreu Salou
17158,St. Climent Sescebes
17159,St. Feliu de Buixalleu
17160,St. Feliu de Guíxols
17161,St. Feliu de Pallerols
17162,"St. Ferriol/ Parròquia de Besalú, la"
17163,St. Gregori
17164,St. Hilari Sacalm
17165,St. Jaume de Llierca/ Palau de Montagut
17166,St. Jordi Desvalls i Sobrànigues
17167,St. Joan de les Abadesses
17168,St. Joan de Mollet
17169,St. Julià de Ramis
17170,Vallfogona de Ripollès
17171,St. Llorenç de la Muga
17172,St. Martí de Llémena
17173,St. Martí Vell
17174,St. Miquel de Campmajor
17175,St. Miquel de Fluvià
17176,St. Mori
17177,St. Pau de Seguries
17178,St. Pere Pescador
17180,Sta. Coloma de Farners
17181,Sta. Cristina d'Aro
17182,Sta. Llogaia d'Àlguema
17183,St. Aniol de Finestres
17184,Sta. Pau
17185,Begudà
17186,Sarrià de Ter
17187,Saus
17188,"Selva de Mar, la"
17189,"Cellera de Ter, la"
17190,Serinyà
17191,Serra de Daró
17192,Setcases
17193,Sils
17194,Susqueda
17195,"Tallada d'Empordà, la"
17196,Terrades
17197,Torrent 
17198,Torroella de Fluvià
17199,Torroella de Montgrí
17200,Tortellà
17201,Vall de Toses/ Toses
17202,Tossa de Mar
17203,Ultramort
17204,Ullà
17205,Ullastret
17206,Urús
17207,"Vall d'en Bas, la"
17208,"Vall de Bianya, la/ Capsech"
17209,Vall-Llobrega
17210,Ventalló
17211,Verges
17212,Vidrà
17213,Vidreres
17214,Vilabertran
17215,Vilablareix
17216,Viladasens
17217,Viladamat
17218,Vilademuls
17220,Viladrau
17221,Vilafant
17222,Vilaür
17223,Vilajuïga
17224,Vilallonga de Ter
17225,Vilamacolum
17226,Vilamalla
17227,Vilamaniscle
17228,Vilanant
17230,Vila-sacra
17232,Vilopriu
17233,Vilobí d'Onyar
17234,Biure d'Empordà
17901,Cruïlles-Monells-St. Sadurní
17902,Forallac
17903,St. Julià del Llor i Bonmatí
25001,Abella de la Conca
25002,Àger
25003,Agramunt
25004,"Alamús, els"
25005,Alàs-Cerc
25006,"Albagés, l'"
25007,Albatàrrec
25008,Albesa
25009,"Albi, l'"
25010,Alcanó
25011,Alcarràs
25012,Alcoletge
25013,Alfarràs
25014,Alfés
25015,Algerri
25016,Alguaire
25017,Alins
25019,Almacelles
25020,Almatret
25021,Almenar
25022,Alòs de Balaguer
25023,Alpicat
25024,Alt Àneu
25025,Naut Aran
25027,Anglesola
25029,Arbeca
25030,Pont de Bar
25031,Arres
25032,Arsèguel
25033,Artesa de Lleida
25034,Artesa de Segre
25035,"Sentiu de Sió, la"
25036,Aspà
25037,"Avellanes i Sta. Linya, les"
25038,Aitona
25039,Baix Pallars
25040,Balaguer
25041,Barbens
25042,"Baronia de Rialb, la"
25043,Barruera
25044,Bassella
25045,Bausén
25046,Belianes
25047,Bellcaire d'Urgell
25048,Bell-lloc d'Urgell
25049,Bellmunt d'Urgell
25050,Bellpuig
25051,Bellver de Cerdanya
25052,Bellvís
25053,Benavent de Segrià
25055,Biosca
25056,Bovera
25057,"Bòrdes, es"
25058,"Borges Blanques, les"
25059,Bossost
25060,Cabanabona
25061,Cabó
25062,Camarasa
25063,Canejan
25064,Castellar de la Ribera
25067,Castelldans
25068,Castellnou de Seana
25069,Castelló de Farfanya
25070,Castellserà
25071,Cava
25072,Cervera  
25073,Cervià de les Garrigues
25074,Ciutadilla
25075,Clariana de Cardener
25076,"Cogul, el"
25077,Coll de Nargó
25078,Corbins
25079,Cubells
25081,"Espluga Calba, l'"
25082,Espot
25085,Estaràs
25086,Esterri d'Àneu
25087,Esterri de Cardós
25088,Estimariu
25089,Farrera  
25092,"Floresta, la"
25093,Fondarella
25094,Foradada
25096,"Fuliola, la"
25097,Fulleda
25098,Gavet de la Conca
25099,Golmés
25100,Gósol
25101,"Granadella, la"
25102,"Granja d'Escarp, la"
25103,Granyanella
25104,Granyena de Segarra
25105,Granyena de les Garrigues
25109,Guimerà
25110,Guissona
25111,Guixers
25112,Ivars de Noguera
25113,Ivars d'Urgell
25114,Ivorra
25115,Isona i Conca de Dellà
25118,Juncosa de les Garrigues
25119,Juneda
25120,Lleida
25121,Lés
25122,Linyola
25123,Lladorre
25124,Lladurs
25125,Llardecans
25126,Llavorsí
25127,Lles
25128,Llimiana
25129,Llobera 
25130,Maldà
25131,Massalcoreig
25132,Massoteres
25133,Maials
25134,Menàrguens
25135,Miralcamp
25136,"Molsosa, la"
25137,Mollerussa
25138,Montgai
25139,Montellà-Martinet
25140,Montferrer-Castellbó
25141,Montoliu de Segarra
25142,Montoliu de Lleida
25143,Montornès de Segarra
25145,Nàlec
25146,Navès
25148,Odèn
25149,Oliana
25150,Oliola
25151,Olius
25152,"Oluges, les"
25153,"Omellons, els"
25154,"Omells de Na Gaia, els"
25155,Organyà
25156,Os de Balaguer
25157,Ossó de Sió
25158,"Palau d'Anglesola, el"
25161,Pallars-Jussà
25163,"Coma i la Pedra, la"
25164,Penelles
25165,Peramola
25166,Pinell de Solsonès
25167,Pinós 
25168,"Poal, el"
25169,"Pobla de Cérvoles, la"
25170,"Bellaguarda/ Pobla de la Granadella, la"
25171,"Pobla de Segur, la"
25172,Ponts
25173,"Pont de Suert, el"
25174,"Portella, la"
25175,Prats i Sansor
25176,Preixana
25177,Preixens
25179,Prullans
25180,Puiggròs
25181,Puigverd d'Agramunt
25182,Puigverd de Lleida
25183,Rialp
25185,Ribera d'Urgellet
25186,Riner
25189,Rosselló 
25190,Salàs de Pallars
25191,Sanaüja
25192,St. Guim de Freixenet 
25193,St. Llorenç de Morunys
25194,St. Ramon 
25196,St. Esteve de la Sarga
25197,St. Guim de la Plana
25200,Sarroca de Lleida
25201,Sarroca de Bellera
25202,Senterada
25203,"Seu d'Urgell, la"
25204,Seròs
25205,Sidamon
25206,"Soleràs, el"
25207,Solsona
25208,Soriguera
25209,Sort
25210,Soses
25211,Sudanell
25212,Sunyer
25215,Talarn
25216,Talavera
25217,Tàrrega
25218,Tarrés
25219,Tarroja de Segarra
25220,Térmens
25221,Tírvia
25222,Tiurana
25223,Torà
25224,"Torms, els"
25225,Tornabous
25226,Torrebesses
25227,"Torre de Cabdella, la"
25228,Torrefarrera
25230,Torregrossa
25231,Torrelameu
25232,Torres de Segre
25233,Torre-serona
25234,Tremp
25238,Vallbona de les Monges
25239,"Valls de Valira, les"
25240,Vallfogona de Balaguer
25242,Verdú
25243,Vielha e Mijaran
25244,Vilagrassa
25245,Vilaller
25247,Vilamòs
25248,Vilanova de Bellpuig
25249,Vilanova de l'Aguda
25250,Vilanova de Meià
25251,Vilanova de Segrià
25252,Vila-sana
25253,"Vilosell, el"
25254,Vilanova de la Barca
25255,Vinaixa
25901,Vall de Cardós
25902,St. Martí de Riucorb
25903,"Guingueta d'Aneu, la"
25904,Castell de Mur
25905,Ribera de D'Ondara
25906,Valls d'Aguilar
25907,Torrefló
25908,Fígols i Alinyà
25909,"Vansa-Fòrnols, la"
25910,Josa-Tuixen
25911,Plans del Sió
25912,Gimenells i el Pla de la Font
43001,Aiguamúrcia
43002,Albinyana
43003,"Albiol, l'"
43004,Alcanar
43005,Alcover
43006,Aldover
43007,"Aleixar, l'"
43008,Alfara de Carles
43009,Alforja
43010,Alió
43011,Almoster
43012,Altafulla
43013,"Ametlla de Mar, l'"
43014,Amposta
43015,Arbolí
43016,"Arboç, l'"
43017,"Argentera, l'"
43018,Arnes
43019,Ascó
43020,Banyeres del Penedès
43021,Barberà de la Conca
43022,Batea
43023,Bellmunt del Priorat
43024,Bellveí 
43025,Benifallet
43026,Benissanet
43027,"Bisbal de Falset, la"
43028,"Bisbal del Penedès, la"
43029,Blancafort
43030,Bonastre
43031,"Borges del Camp, les"
43032,Bot
43033,Botarell
43034,Bràfim
43035,Cabassers
43036,Cabra del Camp
43037,Calafell
43038,Cambrils 
43039,Capafonts
43040,Capçanes
43041,Caseres
43042,Castellvell del Camp
43043,"Catllar, el"
43044,"Sénia, la"
43045,Colldejou
43046,Conesa
43047,Constantí
43048,Corbera d'Ebre
43049,Cornudella de Montsant
43050,Creixell 
43051,Cunit
43052,Xerta
43053,Duesaigües
43054,"Espluga de Francolí, l'"
43055,Falset
43056,"Fatarella, la"
43057,"Febró, la"
43058,"Figuera, la"
43059,Figuerola del Camp
43060,Flix
43061,Forès
43062,Freginals
43063,"Galera, la"
43064,Gandesa
43065,Garcia
43066,"Garidells, els"
43067,Ginestar 
43068,Godall
43069,Gratallops
43070,"Guiamets, els"
43071,Horta de St. Joan
43072,"Lloar, el"
43073,Llorac
43074,Llorenç del Penedès
43075,Margalef 
43076,Marçà
43077,Mas de Barberans
43078,Masdenverge
43079,Masllorenç
43080,"Masó, la"
43081,Maspujols
43082,"Masroig, el"
43083,"Milà, el"
43084,Miravet
43085,"Molar, el"
43086,Montblanc 
43088,Montbrió del Camp
43089,Montferri
43090,"Montmell, el"
43091,Mont-ral
43092,Mont-roig del Camp
43093,Móra d'Ebre
43094,Móra la Nova
43095,"Morell, el"
43096,"Morera de Montsant, la"
43097,"Nou de Gaià, la"
43098,Nulles
43099,"Palma d'Ebre, la"
43100,"Pallaresos, els"
43101,Passanant
43102,Paüls 
43103,Perafort
43104,"Perelló, el"
43105,"Piles, les"
43106,"Pinell de Brai, el"
43107,Pira
43108,"Pla de Santa Maria, el"
43109,"Pobla de Mafumet, la"
43110,"Pobla de Massaluca, la"
43111,"Pobla de Montornès, la"
43112,Poboleda
43113,"Pont d'Armentera, el"
43114,Porrera
43115,Pradell de la Teixeta
43116,Prades
43117,Prat de Comte
43118,Pratdip
43119,Puigpelat
43120,Querol
43121,Rasquera
43122,Renau
43123,Reus
43124,"Riba, la"
43125,Riba-roja d'Ebre
43126,"Riera de Gaià, la"
43127,Riudecanyes
43128,Riudecols
43129,Riudoms
43130,Rocafort de Queralt
43131,Roda de Barà
43132,Rodonyà
43133,Roquetes
43134,"Rourell, el"
43135,Salomó
43136,St. Carles de la Ràpita
43137,St. Jaume dels Domenys
43138,Sta. Bàrbara
43139,Sta. Coloma de Queralt
43140,Sta. Oliva
43141,Sta. Perpètua de Gaià
43142,Sarral
43143,Savallà del Comtat
43144,"Secuita, la"
43145,"Selva del Camp, la"
43146,Senan
43147,Solivella
43148,Tarragona 
43149,Tivenys
43150,Tivissa
43151,"Torre de Fontaubella, la"
43152,"Torre de l'Espanyol, la"
43153,Torredembarra
43154,Torroja del Priorat
43155,Tortosa
43156,Ulldecona
43157,Ulldemolins
43158,Vallclara
43159,Vallfogona de Riucorb
43160,Vallmoll
43161,Valls
43162,Vandellòs
43163,"Vendrell, el "
43164,Vespella 
43165,Vilabella
43166,Vilallonga del Camp
43167,Vilanova d'Escornalbou
43168,Vilanova de Prades
43169,Vilaplana del Camp
43170,Vila-rodona
43171,Vila-seca i Salou
43172,Vilaverd
43173,"Vilella Alta, la"
43174,"Vilella Baixa, la"
43175,Vilalba dels Arcs
43176,Vimbodí
43177,Vinebre
43178,Vinyols i els Arcs
43901,Deltebre
43902,St. Jaume de Enveja
43903,Camarles
43904,"Aldea, l'"
43905,Salou
43906,"Ampolla, l'"
25913,Riu de Cerdanya
